branch,cgpa,internship_count,project_count,certifications_count,coding_skills_score,communication_skills_score,soft_skills_score,hackathon_participation,placement_probability
1,7.5,3,1,5,52,58,63,0,64
3,8.35,3,2,1,92,57,71,1,67
4,6.4,3,2,3,86,58,60,0,63
4,7.61,4,1,1,47,67,83,1,59
2,6.75,0,3,0,51,51,73,1,46
5,6.61,0,7,4,47,71,68,1,65
1,6.23,1,4,5,58,91,94,0,64
6,7.05,1,3,3,80,52,44,0,61
2,8.3,1,3,4,49,91,100,0,67
5,6.11,4,4,0,71,62,98,1,62
1,9.83,2,3,2,60,75,89,0,72
1,5.62,0,2,5,62,97,67,1,55
2,7.4,1,6,1,66,69,45,1,65
5,5.43,4,1,5,64,61,50,1,61
5,5.11,4,6,5,46,77,78,0,71
3,9.61,1,2,5,81,84,87,1,75
6,9.05,3,6,0,74,81,47,0,78
4,8.47,3,2,2,41,42,74,1,61
3,9.33,3,5,3,67,48,50,1,78
1,9.01,1,4,0,46,54,59,0,60
6,8.24,4,4,3,81,69,99,1,78
6,9.24,4,6,4,79,65,93,1,88
5,6.95,0,2,4,51,69,90,1,54
6,7.76,3,4,3,99,44,82,1,74
2,8.88,1,5,4,91,97,61,0,81
6,5.42,0,6,4,56,70,80,0,59
1,9.29,4,1,1,61,96,51,1,71
2,5.78,0,3,3,48,97,87,0,52
2,9.32,3,7,3,91,61,44,0,88
3,6.56,2,4,2,42,93,73,0,61
6,6.63,3,2,5,61,80,81,1,66
5,5.37,3,4,1,93,100,73,0,65
3,9.43,1,2,0,75,97,69,0,65
5,5.87,2,6,1,78,54,98,0,62
6,8.15,2,6,0,98,84,62,1,75
3,8.22,2,3,3,57,92,75,1,69
6,6.41,4,4,1,56,74,96,0,64
1,9.93,0,3,2,66,58,64,0,66
3,5.32,4,2,5,93,73,87,1,68
5,8.04,2,5,4,74,57,45,1,74
1,7.4,1,5,0,71,53,81,0,60
4,6.23,3,7,4,42,61,68,1,70
5,5.82,3,1,5,52,63,60,0,58
6,8.69,4,2,3,56,52,46,1,70
5,9.58,4,2,3,100,98,76,1,84
4,5.54,1,2,3,57,95,84,0,53
5,5.97,3,6,4,90,47,80,1,73
1,9.93,4,6,5,56,81,48,1,91
2,5.08,0,5,3,95,94,94,1,61
5,7.54,4,5,3,87,41,86,1,76
3,7.58,4,7,4,55,81,75,1,82
4,6.32,2,7,3,61,66,40,1,69
5,8.32,0,5,5,64,73,70,1,71
4,9.72,0,4,0,40,68,59,1,60
2,7.25,1,4,1,66,65,67,0,59
1,8.75,2,5,0,53,62,85,1,66
3,8.23,0,3,3,67,75,58,1,63
6,7.36,2,4,5,86,93,40,0,76
5,5.25,2,6,5,75,48,68,0,67
1,8.71,3,4,3,91,60,49,0,78
4,6.82,0,4,3,92,81,75,1,64
2,6.12,3,4,3,82,75,62,1,68
4,9.74,4,7,4,89,42,57,1,92
2,8.87,4,7,5,71,46,68,0,88
2,9.81,3,1,1,68,62,67,1,68
1,6.28,4,4,4,56,71,83,0,69
5,9.18,3,3,4,67,62,46,1,76
6,8.04,1,7,5,80,55,70,1,79
5,9.91,2,1,3,60,44,77,0,66
3,9.73,1,6,0,63,52,80,1,70
5,9.86,0,6,5,85,49,98,0,80
2,9.76,1,4,0,99,95,41,0,75
2,5.04,1,2,2,74,98,54,1,52
3,8.71,4,1,5,59,41,61,0,71
4,6.36,3,7,1,91,55,84,0,72
2,8.53,0,6,5,61,91,50,1,76
3,9.9,4,4,2,43,40,93,0,74
2,5.2,0,3,4,55,45,93,0,48
6,7.83,2,5,2,60,93,58,1,71
2,8.67,3,6,2,83,58,45,1,79
1,6.27,4,4,5,60,72,48,0,72
3,6.13,1,2,2,79,67,83,1,54
5,5.3,2,3,1,80,44,68,0,52
3,5.47,1,6,5,50,51,82,1,61
4,8.28,0,1,0,95,69,42,0,56
2,7.53,2,3,0,99,56,89,1,63
3,5.15,4,4,2,76,58,95,1,62
6,9.85,1,7,5,83,79,84,0,88
3,8.28,1,6,1,99,81,52,0,74
6,7.58,0,6,0,61,64,86,0,60
2,6.36,0,2,3,59,74,90,0,52
5,8.29,3,6,5,41,48,86,0,76
2,6.82,3,7,5,82,71,99,1,81
4,8.51,0,3,0,50,78,54,0,56
1,8.41,3,6,0,60,95,44,0,75
5,5.46,1,3,1,72,77,44,1,52
5,9.55,0,5,1,88,54,41,1,70
1,7.43,2,7,0,56,84,89,0,69
3,6.96,0,5,3,75,85,77,0,65
2,9.78,4,4,3,53,76,89,0,81
3,7.19,4,1,2,76,65,69,0,64
3,8.61,0,1,2,70,100,93,0,60
2,8.28,2,2,0,43,95,99,0,59
4,5.83,0,7,0,45,99,67,0,56
5,9.96,2,4,0,89,70,78,0,75
6,7.32,1,1,5,60,69,71,1,59
1,6.97,1,6,3,52,41,100,1,62
5,9.6,2,3,4,77,46,59,0,74
3,7.65,3,4,2,54,69,97,0,67
1,8.53,1,3,2,44,72,59,1,61
6,9.23,4,2,4,77,87,68,1,80
5,6.18,0,7,0,63,78,74,0,58
5,5.85,3,6,2,57,86,71,0,67
4,5.34,4,4,3,68,77,56,1,66
5,9.49,0,6,4,71,59,91,1,76
5,6.0,4,6,3,46,58,90,0,68
6,6.54,3,7,5,69,48,47,1,76
6,6.43,2,6,0,77,61,60,1,63
1,6.52,0,2,2,65,71,62,1,51
3,8.34,4,7,3,47,69,90,1,81
6,9.77,4,5,4,64,45,90,0,84
1,6.65,3,2,0,69,100,66,0,60
5,7.04,3,6,2,63,56,45,1,70
1,8.86,3,5,2,69,76,97,0,77
1,7.16,2,4,0,44,54,91,1,55
1,9.63,1,3,0,43,99,47,0,64
2,7.52,4,3,0,90,46,74,0,66
1,6.74,2,3,5,81,53,44,0,67
6,9.86,4,2,3,48,59,72,1,74
2,7.13,2,4,1,94,99,40,1,69
3,6.16,0,4,5,72,69,63,1,61
1,5.89,1,5,2,90,57,71,0,61
4,9.98,4,4,3,68,100,94,0,86
5,8.76,3,3,4,70,96,72,0,78
5,7.04,1,4,2,83,61,77,0,62
2,9.13,4,5,5,58,64,41,0,84
5,7.73,0,4,1,84,63,83,0,61
5,6.59,4,4,4,93,70,56,1,76
2,8.72,4,3,2,86,88,49,0,78
5,8.73,4,4,1,100,57,76,0,78
1,7.5,1,2,0,41,73,76,1,50
3,5.23,4,7,1,59,100,41,1,70
2,5.39,3,5,2,51,57,51,0,59
4,8.94,2,5,1,89,53,76,0,73
2,9.12,3,5,5,60,43,69,1,80
6,8.39,0,4,2,100,46,54,1,66
4,9.2,1,2,2,70,46,62,1,63
6,8.6,2,7,1,75,40,91,1,74
2,9.48,1,6,1,59,79,57,0,73
6,5.75,1,6,5,83,91,100,1,71
4,6.94,4,5,4,59,63,70,0,74
1,7.32,3,1,4,84,71,92,0,67
2,6.49,2,6,3,75,49,98,0,68
2,8.63,4,6,2,85,48,77,1,81
5,9.56,2,3,4,92,78,68,0,80
2,7.06,3,1,3,57,42,95,1,57
2,9.71,4,1,5,45,83,53,0,77
1,7.58,2,5,2,72,74,96,1,70
5,7.61,4,7,5,49,44,82,1,80
3,8.0,1,7,3,57,46,97,0,70
6,6.34,0,1,4,90,51,79,0,53
4,6.92,2,1,3,73,62,62,1,58
3,7.77,3,6,1,54,64,64,0,70
5,9.71,2,2,5,42,56,80,1,70
1,8.21,0,3,3,47,53,77,0,57
4,6.67,2,4,5,90,74,67,1,72
6,5.05,2,5,0,50,40,74,0,49
2,9.91,2,6,0,85,61,69,1,78
2,7.46,3,6,3,71,67,99,0,76
3,9.69,0,5,0,87,97,66,1,72
6,7.75,0,1,3,81,62,47,1,57
5,8.03,3,4,5,56,57,87,1,74
6,8.56,2,6,3,86,85,58,0,81
1,6.6,2,4,3,69,96,40,0,67
3,8.49,0,4,0,82,84,84,1,63
3,7.63,2,5,2,47,83,83,0,67
1,8.36,1,5,3,79,76,59,0,73
6,9.18,2,7,3,46,42,69,0,76
1,5.92,2,6,1,59,53,96,1,60
4,8.07,4,6,1,51,78,68,1,75
1,5.26,0,7,4,60,46,47,1,59
6,5.51,0,7,0,67,56,53,0,54
1,8.37,1,6,2,67,45,77,0,69
5,5.35,1,2,3,98,86,42,0,57
2,7.98,1,5,3,55,58,42,0,66
1,6.1,0,5,0,87,54,94,1,54
2,6.52,4,2,4,49,78,53,0,65
1,5.65,4,5,4,93,44,60,0,72
6,6.24,3,1,1,61,54,74,1,52
4,9.11,0,1,0,46,91,99,0,54
4,8.19,3,7,4,43,84,83,0,80
2,9.75,2,2,4,63,65,83,0,72
6,5.24,1,6,2,73,78,88,1,60
6,8.96,3,2,1,80,84,82,0,71
6,8.5,3,1,1,86,52,80,1,64
5,6.3,0,4,1,93,70,66,0,57
3,8.65,1,5,5,53,52,67,1,72
1,8.58,1,3,4,83,62,67,1,70
6,7.3,4,3,3,88,79,44,1,74
6,8.44,3,2,5,56,71,82,1,72
6,7.22,4,3,4,84,76,78,0,75
4,6.68,3,4,4,47,43,49,1,64
6,7.33,0,3,0,81,56,48,0,53
1,9.48,0,1,1,97,59,59,1,62
6,6.92,2,2,1,52,85,68,1,56
1,7.02,3,6,2,46,50,86,1,67
5,8.04,3,3,1,42,81,68,0,64
3,8.76,1,5,4,63,72,67,1,74
4,8.67,1,7,0,86,78,50,1,74
1,5.1,4,7,2,63,45,60,1,66
2,8.44,2,2,4,100,78,74,0,74
5,7.25,0,4,4,46,95,62,0,62
3,7.62,3,1,5,69,86,68,1,69
3,7.81,4,7,2,44,77,54,1,77
3,8.66,2,3,5,79,57,56,0,74
1,9.16,1,1,4,60,41,63,1,62
5,8.23,2,4,4,88,80,74,1,77
6,7.82,4,7,5,47,77,100,0,84
2,6.87,0,6,0,46,93,59,1,57
5,5.69,1,3,0,78,56,97,0,50
5,9.79,1,6,5,41,63,75,1,78
5,7.31,0,6,0,82,69,50,0,62
1,7.83,1,2,1,51,82,94,0,56
2,8.76,4,6,2,67,63,69,1,81
1,5.34,1,2,0,83,43,99,1,45
2,9.28,3,6,4,58,46,78,1,81
2,8.99,2,7,1,67,54,59,0,75
1,8.87,4,5,2,74,96,61,1,83
2,5.11,0,4,0,51,69,63,0,44
5,7.63,4,3,0,67,98,97,0,68
1,5.27,3,1,2,98,68,53,1,57
2,7.75,1,7,0,65,88,75,1,69
3,8.59,1,1,5,77,83,52,1,68
1,5.61,4,3,2,45,84,40,1,60
4,8.47,1,4,2,58,92,94,1,67
1,7.25,1,4,4,66,52,89,1,64
1,9.06,3,6,2,92,79,66,1,84
1,7.67,0,1,3,48,78,52,1,53
2,6.68,2,3,0,94,68,74,0,60
1,6.66,4,6,4,80,65,47,0,78
4,9.49,0,3,1,89,75,57,0,67
6,7.26,2,1,3,49,74,73,1,57
1,7.03,0,3,2,49,88,91,0,55
3,5.2,4,3,1,72,87,45,0,61
4,6.82,3,6,1,57,58,97,1,66
6,9.25,3,2,1,93,41,66,0,70
2,8.8,3,2,1,49,92,57,0,66
1,6.1,0,5,4,46,53,96,0,56
6,7.07,4,6,4,79,55,99,1,79
3,5.98,1,5,1,71,88,89,1,60
4,9.77,1,4,3,82,75,48,1,76
4,7.99,3,2,0,93,79,54,1,66
2,8.77,0,2,5,45,80,62,0,63
2,8.57,1,2,0,58,70,98,0,57
2,9.37,0,2,4,80,87,42,0,70
6,9.75,4,4,3,82,87,96,0,86
1,5.16,3,1,3,73,88,48,1,57
5,9.88,2,4,2,82,74,61,0,78
4,9.35,3,1,4,44,61,89,0,68
5,6.91,2,5,3,58,60,62,1,65
4,9.19,1,2,3,88,67,59,0,69
2,8.68,2,6,0,89,56,91,0,73
1,8.97,0,6,3,93,89,46,1,78
1,6.1,2,1,3,53,57,92,1,51
4,8.24,1,7,1,49,71,56,1,68
6,5.13,1,7,0,88,62,42,1,59
2,9.24,3,7,0,50,45,46,1,74
1,9.76,1,4,1,70,68,52,0,70
1,8.31,0,1,0,41,45,80,0,45
3,7.56,2,3,2,49,72,80,1,61
1,8.63,4,5,5,60,100,62,1,86
3,6.63,1,5,2,40,87,76,1,59
1,8.13,2,2,4,85,71,43,1,70
1,8.59,3,2,5,70,56,48,1,73
6,5.71,4,4,0,50,43,45,1,55
6,5.7,3,1,0,82,87,100,1,54
2,8.58,0,3,2,49,97,81,0,62
1,7.16,3,5,4,59,70,57,0,72
2,9.45,2,1,4,60,61,74,0,68
2,6.56,4,3,2,76,66,62,0,66
2,5.21,3,6,2,76,93,70,1,68
2,8.25,3,1,5,53,60,59,0,67
4,8.42,0,2,1,97,59,46,1,60
4,7.77,2,6,4,96,73,100,0,80
1,8.42,3,6,4,96,62,51,0,84
4,7.62,2,5,1,44,83,99,0,65
1,8.46,1,3,2,45,55,76,1,59
6,5.22,0,7,1,63,45,88,1,53
5,6.84,0,2,1,55,55,97,0,47
3,6.05,0,6,3,99,46,90,1,63
4,5.5,2,7,4,62,53,96,1,67
4,6.17,3,4,2,86,42,43,0,63
6,5.96,3,4,3,77,72,51,1,66
4,9.87,2,2,5,91,88,92,1,81
1,6.43,2,3,3,55,91,54,1,61
1,6.15,1,3,3,90,75,41,1,61
5,9.17,4,5,2,91,78,97,0,85
5,7.1,4,2,1,52,68,86,1,61
5,7.11,0,4,2,90,78,50,0,62
1,7.22,3,2,4,84,43,95,1,66
2,7.08,0,1,5,47,78,72,0,55
2,6.63,3,3,5,77,79,53,0,71
5,6.43,3,6,5,71,80,66,1,77
5,9.41,1,1,4,61,61,43,0,65
1,5.81,2,4,1,56,54,77,0,54
6,5.91,2,3,2,44,43,79,1,51
4,7.86,2,4,1,47,97,59,1,65
3,6.72,4,4,1,98,57,41,0,70
2,7.11,2,4,2,100,96,43,0,72
2,9.03,4,5,4,89,83,88,0,88
1,9.52,0,4,2,69,62,63,0,67
1,8.95,4,4,5,58,77,48,0,82
3,6.17,3,1,4,51,43,58,0,55
3,9.9,1,1,0,64,43,47,0,58
5,6.82,1,1,0,83,57,80,0,50
3,5.85,3,3,0,52,40,67,1,51
4,7.5,0,5,5,43,71,52,1,65
4,8.63,1,3,3,98,60,47,0,70
2,5.42,3,5,4,49,77,53,1,65
4,8.17,1,5,4,87,65,89,0,74
4,9.29,4,2,2,67,80,89,0,75
4,6.31,1,6,4,44,88,49,0,65
5,8.47,4,2,2,67,60,100,1,69
2,7.0,4,2,3,83,82,59,1,70
1,7.07,1,5,2,70,68,40,1,64
2,6.4,1,5,0,55,92,51,0,57
2,8.12,4,3,2,98,80,74,1,77
2,6.8,1,5,2,62,82,59,0,63
3,9.15,0,7,2,68,71,51,1,74
1,9.81,2,4,4,86,98,89,1,84
3,9.68,2,4,1,60,43,51,0,69
5,5.82,3,5,1,41,52,78,0,57
5,5.07,2,4,5,62,100,68,0,64
6,7.19,0,5,1,55,90,97,1,59
6,8.64,2,7,5,50,74,42,1,81
5,9.89,2,2,4,93,93,46,1,80
5,8.92,0,5,0,98,66,62,0,68
3,7.9,4,2,1,48,40,52,0,61
5,5.13,2,7,1,41,88,100,0,60
1,9.13,3,1,3,57,88,50,1,70
3,5.89,2,4,5,52,78,64,1,64
5,5.28,2,7,5,84,53,91,1,71
3,9.25,0,1,3,47,76,59,0,59
3,7.83,0,4,0,49,69,88,0,54
4,5.64,3,7,2,66,53,86,0,67
6,6.93,1,7,2,56,50,66,1,64
3,5.43,0,6,3,63,70,45,1,58
2,8.19,1,6,3,60,96,45,1,74
3,6.41,3,6,0,40,67,78,1,61
2,9.33,2,1,0,55,66,80,0,59
4,6.79,2,7,4,97,42,97,0,76
5,7.47,1,6,2,82,45,97,1,67
3,5.32,3,5,4,72,78,97,0,68
4,6.38,3,6,1,45,58,48,1,63
1,8.38,0,1,5,51,80,60,0,60
4,8.68,1,7,5,71,73,57,1,81
6,6.21,0,4,0,87,67,40,0,53
6,7.52,1,3,2,97,51,89,0,63
5,9.09,0,4,2,50,78,89,0,64
2,6.9,0,3,4,57,49,51,1,55
5,5.67,3,5,3,41,91,40,0,64
2,7.16,3,7,3,71,86,67,1,79
2,8.0,2,4,0,88,64,63,0,66
2,5.04,2,1,5,88,62,58,0,57
2,6.74,3,5,3,59,95,97,1,71
6,8.04,3,4,1,60,98,53,0,70
6,9.76,0,5,2,75,65,53,1,72
3,7.04,2,7,3,77,58,65,0,73
6,5.81,3,7,0,95,77,55,0,70
5,7.67,1,3,1,66,59,99,0,58
6,6.43,1,5,5,86,84,63,1,71
5,6.07,2,7,5,50,91,71,1,73
1,7.95,1,1,4,57,83,45,1,61
6,9.58,0,4,4,56,57,88,0,69
5,9.18,2,3,1,73,87,84,1,70
2,5.91,3,5,0,84,50,69,0,61
4,8.83,1,2,4,65,97,100,1,69
2,6.15,0,3,2,98,64,62,1,56
3,6.45,3,3,5,45,82,58,0,66
5,9.6,4,1,5,82,40,64,1,78
2,9.56,0,1,2,69,71,64,1,61
6,5.84,1,5,5,91,72,91,0,68
6,5.32,0,2,5,78,46,41,0,51
1,6.47,4,3,5,89,70,49,0,74
4,7.91,4,5,0,71,65,80,0,72
5,9.38,0,6,0,56,46,92,1,64
2,5.59,3,2,2,52,75,66,1,55
4,7.07,3,5,0,92,85,83,0,71
1,6.36,4,3,1,85,63,47,0,65
3,5.07,2,5,0,80,44,80,0,54
4,8.94,2,1,5,52,61,82,1,67
1,9.07,3,1,2,45,83,72,0,65
5,6.11,2,4,3,61,75,82,1,62
3,5.76,3,2,0,72,42,58,0,51
6,5.72,1,6,4,72,89,94,1,67
1,7.32,3,3,1,43,95,69,0,62
6,6.23,1,2,1,53,98,73,1,52
3,7.56,4,1,1,89,76,53,0,66
1,6.92,2,6,4,87,97,75,1,78
1,6.05,4,3,4,74,77,59,0,69
3,8.76,0,4,1,66,85,62,0,64
5,5.75,0,1,1,45,45,54,1,38
1,8.99,4,1,1,97,91,41,1,75
3,7.81,3,6,0,100,64,63,1,75
4,9.16,3,2,5,40,62,63,1,71
6,5.02,2,7,4,82,51,100,1,68
1,8.75,4,5,2,67,67,70,1,79
4,5.26,0,7,5,68,97,55,0,67
1,9.75,4,2,0,71,83,93,0,73
5,8.51,4,1,2,67,100,43,1,71
3,6.6,2,2,0,66,79,73,1,54
1,6.6,3,5,0,49,71,54,0,61
3,9.31,0,4,2,57,94,58,1,68
2,9.51,2,3,1,43,91,58,0,68
1,9.46,0,1,5,77,64,87,0,67
5,9.04,0,2,2,100,73,83,0,66
5,9.1,3,1,3,90,69,74,1,73
4,7.86,3,3,4,80,76,59,0,74
5,5.14,2,2,3,81,57,86,1,54
3,5.43,1,4,5,91,95,78,1,66
2,8.25,2,3,0,94,96,80,1,69
5,7.01,2,5,2,71,74,97,0,67
1,7.84,1,5,1,98,87,68,0,71
5,6.16,0,1,5,44,76,54,0,50
2,8.25,4,5,1,61,80,59,1,75
3,6.21,1,2,3,96,45,71,0,57
1,7.3,4,5,3,87,58,52,0,77
4,7.39,0,4,0,96,61,46,0,59
4,5.89,1,6,4,61,96,97,0,67
4,9.38,3,2,0,41,71,93,0,63
1,7.63,2,6,5,80,66,55,1,78
4,9.33,1,1,1,82,98,49,1,66
5,6.31,1,1,5,73,55,96,1,56
1,5.86,0,7,2,89,65,95,1,63
1,5.09,3,5,3,41,78,41,1,61
1,5.47,1,5,1,85,43,90,0,55
6,5.74,3,1,0,94,55,77,1,53
3,5.39,4,2,4,98,91,92,0,69
6,9.48,1,3,2,75,88,57,0,71
6,9.56,3,1,4,79,58,73,0,74
6,9.69,2,7,0,47,67,60,0,74
3,9.8,0,4,0,72,96,60,1,68
6,7.46,3,2,1,72,56,40,0,61
4,7.65,0,3,2,43,84,54,0,56
1,5.65,1,7,5,57,41,49,1,64
1,5.69,1,7,0,100,41,98,0,61
5,8.86,4,3,1,58,63,74,0,70
2,9.28,0,7,0,49,93,64,0,70
4,8.92,2,2,1,89,94,71,1,70
3,9.17,2,1,4,81,66,70,0,70
2,6.38,3,3,1,80,43,49,0,59
1,7.33,2,4,5,69,87,100,1,73
6,7.3,0,6,4,61,98,42,1,70
5,9.98,1,2,3,78,75,61,1,72
5,9.75,0,5,0,77,59,77,0,68
1,7.99,0,6,3,40,51,41,0,63
4,5.69,1,1,2,69,93,62,1,51
2,6.29,0,7,3,44,67,96,0,61
5,6.82,2,2,1,90,99,80,1,62
1,9.37,3,4,1,86,68,79,0,77
4,5.85,3,6,2,65,100,92,0,70
1,6.1,0,6,2,95,91,63,0,65
1,6.75,1,3,0,85,85,71,1,58
4,9.63,4,1,1,70,72,96,0,71
4,7.52,0,1,2,78,88,72,0,56
4,8.23,0,2,5,80,95,88,0,68
1,6.94,4,2,3,51,57,66,0,63
5,5.94,3,4,1,56,51,52,0,57
3,6.11,3,7,5,57,96,76,0,77
3,9.01,4,7,2,41,49,78,1,79
1,9.47,1,5,0,88,63,68,0,71
1,7.47,0,2,5,63,86,80,1,62
5,6.78,2,6,4,67,56,64,1,70
4,9.04,3,2,1,91,97,85,0,74
1,8.37,3,2,1,78,82,58,1,68
6,5.2,3,7,1,49,71,40,1,62
4,6.75,1,4,1,86,95,74,0,63
1,8.41,4,3,4,72,64,55,1,77
6,7.87,1,5,4,63,91,47,0,72
2,9.89,3,4,5,50,46,46,0,79
5,9.33,0,2,5,47,59,60,1,64
6,5.3,3,3,0,66,68,50,1,53
1,8.63,0,2,1,65,58,65,1,56
3,6.68,0,4,2,51,50,99,0,52
1,8.41,3,1,3,74,72,54,1,68
3,8.09,3,2,1,96,89,96,0,70
5,7.52,0,7,5,54,94,84,0,74
5,9.26,1,3,4,60,93,91,0,72
4,8.54,1,5,0,76,54,45,0,65
4,9.45,1,1,1,99,70,99,1,66
3,6.41,2,2,0,69,52,76,1,51
3,6.74,0,2,2,44,95,93,0,51
5,8.11,2,3,2,56,98,43,0,67
6,9.83,2,7,2,65,87,58,0,84
3,6.86,0,7,2,73,58,86,1,64
3,5.16,2,1,3,72,45,60,1,49
6,7.23,0,1,0,57,67,76,1,46
4,7.72,4,1,1,64,61,82,1,62
4,9.0,4,2,3,80,67,57,1,76
3,8.64,0,1,1,100,55,81,0,58
4,9.82,0,2,4,69,89,87,1,70
4,8.91,0,2,5,76,72,75,1,68
2,6.49,1,6,3,59,89,100,1,66
4,8.21,0,1,5,84,80,90,1,65
5,8.36,3,4,3,41,84,94,1,71
1,9.99,4,7,5,93,87,76,1,100
3,5.69,4,5,5,52,93,54,0,73
3,5.96,0,5,4,96,90,77,0,66
5,5.78,4,4,5,100,65,98,1,75
1,7.95,0,1,3,79,62,94,0,57
1,5.68,0,2,5,81,40,41,0,53
5,8.28,4,3,0,59,68,81,1,67
6,9.02,4,4,5,45,47,91,1,78
6,7.16,3,5,2,50,81,70,1,68
1,7.8,2,5,5,85,78,45,0,79
6,9.56,3,2,1,64,42,58,1,67
6,7.85,3,5,4,81,52,77,0,77
6,6.04,4,5,2,49,59,97,1,65
1,6.72,3,2,3,70,82,54,0,64
6,7.65,4,1,0,82,94,72,1,65
3,5.77,1,7,5,43,91,79,0,68
2,8.06,0,6,5,64,44,65,1,70
1,10.0,2,7,3,67,84,92,1,86
5,8.26,1,5,4,63,51,69,1,70
6,6.86,0,6,3,74,87,50,1,67
4,6.66,0,6,0,80,56,85,1,58
1,9.66,2,1,5,100,53,40,1,76
5,9.36,3,3,3,99,92,53,0,82
2,7.36,0,1,3,44,65,97,0,50
3,6.77,2,2,5,72,69,49,0,64
5,8.55,4,2,3,50,81,98,1,71
6,6.57,0,2,5,47,84,56,0,56
4,5.6,0,5,3,60,71,50,1,56
6,6.55,3,4,0,71,69,81,0,61
5,7.17,3,5,1,44,51,54,1,63
1,6.28,4,1,2,73,75,51,0,61
4,6.08,0,3,4,48,58,42,0,52
4,5.03,3,3,1,77,83,61,0,57
5,8.15,2,3,0,82,64,89,1,63
2,8.07,0,6,4,71,72,95,1,72
2,5.94,2,3,4,49,81,98,1,59
6,9.72,1,6,5,51,60,65,0,79
5,7.05,4,4,5,74,97,78,1,79
4,5.13,3,7,3,78,100,82,1,73
5,6.1,1,3,2,57,41,89,1,50
4,8.46,3,6,5,62,76,88,0,83
6,6.01,1,5,2,51,60,62,1,56
1,5.27,3,3,0,70,65,55,1,53
1,8.09,4,2,5,50,71,100,0,72
5,7.59,0,1,1,73,66,100,0,51
4,8.81,2,5,3,66,56,94,0,74
1,8.86,1,4,2,60,43,42,0,64
4,9.8,2,5,3,49,78,69,1,77
6,5.29,2,2,1,52,54,97,1,46
5,5.19,3,3,4,97,72,52,1,66
4,9.94,0,3,1,84,99,47,0,70
5,8.22,3,4,4,86,100,63,0,81
4,8.58,2,7,1,64,53,44,1,73
2,5.48,4,1,3,52,65,46,1,56
2,5.35,0,3,1,80,86,90,1,50
4,5.8,0,6,5,45,41,93,0,58
6,7.14,2,4,2,74,59,90,0,64
5,5.55,3,7,2,67,65,66,1,68
3,7.23,4,7,0,59,41,51,0,70
4,7.81,1,7,5,59,87,80,1,78
4,5.0,3,3,2,80,41,94,0,55
2,5.57,0,6,2,43,87,88,0,55
1,6.88,3,7,4,59,56,95,1,75
2,5.27,1,5,5,44,57,64,0,58
5,5.67,4,4,3,61,90,81,1,67
2,6.16,4,4,3,63,87,89,0,69
3,7.15,1,4,4,83,43,72,0,65
6,8.57,1,3,2,56,56,54,0,61
3,5.66,2,4,1,44,72,70,1,53
6,8.69,0,5,4,96,62,50,0,74
3,9.28,2,1,3,65,92,75,1,69
2,8.26,3,1,0,75,52,96,0,60
3,5.22,1,2,3,47,46,45,1,46
2,7.2,2,5,1,48,97,98,1,65
2,8.3,0,5,3,56,80,84,1,67
5,9.89,0,4,4,95,85,99,1,79
2,9.76,1,7,0,47,40,65,1,69
1,6.98,2,2,3,44,79,47,1,58
3,8.08,4,6,4,49,81,78,1,81
4,9.45,1,6,4,89,70,76,0,82
4,9.16,3,5,4,99,75,76,1,87
4,7.4,2,5,0,94,64,87,1,67
1,6.31,2,5,4,53,84,69,1,67
2,5.69,1,3,0,66,89,77,0,51
3,7.44,2,5,5,66,80,55,1,75
6,8.61,2,6,1,44,79,54,1,70
6,9.85,3,3,1,54,69,77,0,71
5,9.31,3,7,1,67,77,92,1,82
1,6.02,4,6,5,44,60,47,1,72
3,8.6,3,5,4,61,58,74,0,77
2,6.45,4,7,0,51,55,48,1,67
4,8.42,3,6,5,81,72,60,1,85
1,8.33,4,1,1,47,86,80,1,64
1,6.36,3,7,2,98,45,44,1,74
3,6.17,3,3,1,40,81,58,0,56
2,5.52,1,7,4,74,76,96,1,68
5,5.25,3,3,5,99,47,87,0,66
2,9.29,4,7,2,55,40,55,1,81
5,5.25,1,4,5,94,52,57,0,62
5,5.44,4,5,3,69,65,51,1,68
4,6.19,3,2,2,82,55,55,0,59
4,9.44,3,7,3,80,88,100,0,89
3,6.66,4,2,2,49,78,44,1,61
2,5.96,2,2,0,73,86,42,1,53
5,8.58,1,2,2,91,95,46,0,68
3,6.6,1,1,1,50,85,91,1,49
5,6.67,3,2,3,59,97,71,1,64
1,8.69,1,6,3,82,67,70,1,76
6,6.26,4,4,5,46,88,53,1,71
6,9.48,3,2,1,60,96,63,0,71
5,7.81,1,4,0,99,62,87,1,64
3,7.69,0,3,2,50,46,72,1,53
4,6.32,1,7,0,76,63,44,0,62
2,9.18,4,6,1,62,85,47,1,82
5,7.86,1,5,2,83,47,41,0,67
5,5.78,2,7,1,70,84,93,1,66
2,6.03,2,7,3,57,40,78,1,65
4,7.34,3,2,3,63,43,77,0,62
5,8.9,2,4,3,61,100,81,0,75
1,9.7,4,6,4,76,100,74,0,93
4,8.32,0,4,4,86,82,77,0,71
1,7.53,0,5,3,83,80,94,1,68
6,6.25,3,3,4,40,58,100,1,60
2,8.36,3,2,4,89,61,90,1,73
4,9.91,2,4,5,45,75,99,1,78
4,7.38,4,7,1,77,40,97,0,75
3,5.81,2,2,5,68,58,73,1,59
3,5.52,4,6,2,82,90,90,1,73
